"Ticker","Open","High","Low","Close","AdjClose","Volume","Timestamp"
"AMZN",48.722999572753,49.097000122070,48.710998535156,48.897998809814,48.897998809814,43734000,"2017-09-11T00:00:00.000000Z"
"META",172.399993896484,173.889999389648,172.199996948242,173.509994506835,173.509994506835,12372000,"2017-09-11T00:00:00.000000Z"
"GOOGL",47.360000610351,47.633998870849,47.049999237060,47.164501190185,47.164501190185,26748000,"2017-09-11T00:00:00.000000Z"
"AAPL",40.125,40.512500762939,39.972499847412,40.375,38.092533111572,126323200,"2017-09-11T00:00:00.000000Z"
"MSFT",74.309997558593,74.940002441406,74.309997558593,74.760002136230,69.576072692871,17910400,"2017-09-11T00:00:00.000000Z"
"TSLA",24.299333572387,24.583999633789,24.026666641235,24.183332443237,24.183332443237,89593500,"2017-09-12T00:00:00.000000Z"
"NVDA",42.5,42.5,41.742500305175,42.402500152587,41.930633544921,41148800,"2017-09-12T00:00:00.000000Z"
"AMD",12.659999847412,12.680000305175,12.210000038146,12.300000190734,12.300000190734,54413100,"2017-09-12T00:00:00.000000Z"
"AVGO",249.660003662109,249.740005493164,245.5,247.139999389648,199.876144409179,1839600,"2017-09-12T00:00:00.000000Z"
"AMZN",49.163501739501,49.233501434326,48.776000976562,49.129001617431,49.129001617431,49622000,"2017-09-12T00:00:00.000000Z"
"META",173.759994506835,174.0,171.75,172.960006713867,172.960006713867,11186300,"2017-09-12T00:00:00.000000Z"
"GOOGL",47.346000671386,47.404499053955,46.875,47.332500457763,47.332500457763,25696000,"2017-09-12T00:00:00.000000Z"
"AAPL",40.652500152587,40.990001678466,39.692501068115,40.215000152587,37.941577911376,286856000,"2017-09-12T00:00:00.000000Z"
"MSFT",74.760002136230,75.239997863769,74.370002746582,74.680000305175,69.501594543457,14394900,"2017-09-12T00:00:00.000000Z"
"TSLA",24.254667282104,24.538000106811,23.972667694091,24.415332794189,24.415332794189,62778000,"2017-09-13T00:00:00.000000Z"
"NVDA",42.147499084472,42.884998321533,41.819999694824,42.592498779296,42.118503570556,58096000,"2017-09-13T00:00:00.000000Z"
"AMD",12.220000267028,12.359999656677,12.119999885559,12.220000267028,12.220000267028,37210700,"2017-09-13T00:00:00.000000Z"
"AVGO",245.820007324218,247.910003662109,245.149993896484,246.240005493164,199.148239135742,2966400,"2017-09-13T00:00:00.000000Z"
"AMZN",49.198501586914,50.0,48.971000671386,49.979999542236,49.979999542236,67494000,"2017-09-13T00:00:00.000000Z"
"META",173.009994506835,173.169998168945,172.059997558593,173.050003051757,173.050003051757,9119300,"2017-09-13T00:00:00.000000Z"
"GOOGL",47.275001525878,47.642501831054,47.236999511718,47.521999359130,47.521999359130,21908000,"2017-09-13T00:00:00.000000Z"
"AAPL",39.967498779296,39.990001678466,39.477500915527,39.912498474121,37.656169891357,179629600,"2017-09-13T00:00:00.000000Z"
"MSFT",74.930000305175,75.230003356933,74.550003051757,75.209999084472,69.994834899902,13380800,"2017-09-13T00:00:00.000000Z"
"TSLA",24.288667678833,25.197332382202,24.175333023071,25.176000595092,25.176000595092,108037500,"2017-09-14T00:00:00.000000Z"
"NVDA",42.197498321533,43.139999389648,41.950000762939,42.349998474121,41.878707885742,51371200,"2017-09-14T00:00:00.000000Z"
"AMD",12.149999618530,12.460000038146,12.109999656677,12.260000228881,12.260000228881,37220200,"2017-09-14T00:00:00.000000Z"
"AVGO",244.619995117187,247.509994506835,243.240005493164,246.949996948242,199.722473144531,2864500,"2017-09-14T00:00:00.000000Z"
"AMZN",49.840000152587,49.928001403808,49.387001037597,49.610500335693,49.610500335693,78266000,"2017-09-14T00:00:00.000000Z"
"META",172.259994506835,172.279998779296,170.5,170.960006713867,170.960006713867,15615700,"2017-09-14T00:00:00.000000Z"
"GOOGL",47.299999237060,47.401500701904,46.917999267578,47.006500244140,47.006500244140,28548000,"2017-09-14T00:00:00.000000Z"
"AAPL",39.747501373291,39.849998474121,39.522499084472,39.569999694824,37.333045959472,95042800,"2017-09-14T00:00:00.000000Z"
"MSFT",75.0,75.489997863769,74.519996643066,74.769996643066,69.585365295410,15733900,"2017-09-14T00:00:00.000000Z"
"TSLA",24.967332839965,25.333332061767,24.846666336059,25.320667266845,25.320667266845,81307500,"2017-09-15T00:00:00.000000Z"
"NVDA",43.215000152587,45.027500152587,43.162498474121,45.027500152587,44.526412963867,136479200,"2017-09-15T00:00:00.000000Z"
"AMD",12.329999923706,12.659999847412,12.310000419616,12.520000457763,12.520000457763,50337400,"2017-09-15T00:00:00.000000Z"
"AVGO",247.630004882812,251.190002441406,245.110000610351,250.550003051757,202.634033203125,5006600,"2017-09-15T00:00:00.000000Z"
"AMZN",49.650501251220,49.8125,49.201499938964,49.339500427246,49.339500427246,75204000,"2017-09-15T00:00:00.000000Z"
"META",170.880004882812,172.339996337890,170.259994506835,171.639999389648,171.639999389648,15660500,"2017-09-15T00:00:00.000000Z"
"GOOGL",47.004501342773,47.087501525878,46.5625,46.764499664306,46.764499664306,39886000,"2017-09-15T00:00:00.000000Z"
"AAPL",39.617500305175,40.242500305175,39.5,39.970001220703,37.710426330566,196458400,"2017-09-15T00:00:00.000000Z"
"MSFT",74.830001831054,75.389999389648,74.069999694824,75.309997558593,70.087928771972,38578400,"2017-09-15T00:00:00.000000Z"
"TSLA",25.350000381469,25.974000930786,25.178667068481,25.666667938232,25.666667938232,107820000,"2017-09-18T00:00:00.000000Z"
"NVDA",46.284999847412,47.799999237060,46.215000152587,46.887500762939,46.365711212158,168446000,"2017-09-18T00:00:00.000000Z"
"AMD",12.770000457763,13.300000190734,12.739999771118,13.079999923706,13.079999923706,83517400,"2017-09-18T00:00:00.000000Z"
"AVGO",251.050003051757,252.830001831054,248.610000610351,249.820007324218,202.869491577148,2574300,"2017-09-18T00:00:00.000000Z"
"AMZN",49.520000457763,49.639499664306,48.408500671386,48.709499359130,48.709499359130,68226000,"2017-09-18T00:00:00.000000Z"
"META",171.990005493164,172.070007324218,169.339996337890,170.009994506835,170.009994506835,12954000,"2017-09-18T00:00:00.000000Z"
"GOOGL",46.750499725341,46.842998504638,46.270000457763,46.487499237060,46.487499237060,29474000,"2017-09-18T00:00:00.000000Z"
"AAPL",40.027500152587,40.125,39.5,39.667499542236,37.425025939941,113077600,"2017-09-18T00:00:00.000000Z"
"MSFT",75.230003356933,75.970001220703,75.040000915527,75.160003662109,69.948310852050,23307000,"2017-09-18T00:00:00.000000Z"
"TSLA",25.333332061767,25.492666244506,24.904666900634,25.006666183471,25.006666183471,96778500,"2017-09-19T00:00:00.000000Z"
"NVDA",46.377498626708,47.462501525878,46.154998779296,46.837501525878,46.316268920898,87428000,"2017-09-19T00:00:00.000000Z"
"AMD",13.25,13.289999961853,12.880000114440,13.119999885559,13.119999885559,65455200,"2017-09-19T00:00:00.000000Z"
"AVGO",251.169998168945,251.850006103515,248.330001831054,249.759994506835,202.820785522460,2208800,"2017-09-19T00:00:00.000000Z"
"AMZN",48.862499237060,48.911998748779,48.373001098632,48.493000030517,48.493000030517,53422000,"2017-09-19T00:00:00.000000Z"
"META",170.619995117187,172.559997558593,170.360000610351,172.520004272460,172.520004272460,13168600,"2017-09-19T00:00:00.000000Z"
"GOOGL",46.670501708984,46.896999359130,46.333000183105,46.842998504638,46.842998504638,24854000,"2017-09-19T00:00:00.000000Z"
"AAPL",39.877498626708,39.942501068115,39.610000610351,39.682498931884,37.439182281494,83242400,"2017-09-19T00:00:00.000000Z"
"MSFT",75.209999084472,75.709999084472,75.010002136230,75.440002441406,70.208885192871,16093300,"2017-09-19T00:00:00.000000Z"
"TSLA",24.866666793823,25.216667175292,24.738000869750,24.927333831787,24.927333831787,73786500,"2017-09-20T00:00:00.000000Z"
"NVDA",46.875,47.354999542236,46.052501678466,46.459999084472,45.942970275878,72492000,"2017-09-20T00:00:00.000000Z"
"AMD",13.069999694824,13.800000190734,12.800000190734,13.739999771118,13.739999771118,102682400,"2017-09-20T00:00:00.000000Z"
"AVGO",249.740005493164,249.880004882812,237.860000610351,242.910003662109,197.258117675781,5701000,"2017-09-20T00:00:00.000000Z"
"AMZN",48.589500427246,48.740501403808,48.108001708984,48.660499572753,48.660499572753,57776000,"2017-09-20T00:00:00.000000Z"
"META",172.5,173.050003051757,170.699996948242,172.169998168945,172.169998168945,12264100,"2017-09-20T00:00:00.000000Z"
"GOOGL",46.886501312255,47.5,46.875,47.376998901367,47.376998901367,40080000,"2017-09-20T00:00:00.000000Z"
"AAPL",39.474998474121,39.564998626708,38.457500457763,39.017501831054,36.811775207519,211805600,"2017-09-20T00:00:00.000000Z"
"MSFT",75.349998474121,75.550003051757,74.309997558593,74.940002441406,69.743560791015,21587900,"2017-09-20T00:00:00.000000Z"
"TSLA",24.993333816528,25.121999740600,24.300666809082,24.431999206542,24.431999206542,69273000,"2017-09-21T00:00:00.000000Z"
"NVDA",45.409999847412,45.674999237060,44.402500152587,45.189998626708,44.687103271484,107560000,"2017-09-21T00:00:00.000000Z"
"AMD",14.0,14.239999771118,13.319999694824,13.409999847412,13.409999847412,166821900,"2017-09-21T00:00:00.000000Z"
"AVGO",242.460006713867,242.699996948242,238.179992675781,240.380004882812,195.203628540039,2862000,"2017-09-21T00:00:00.000000Z"
"AMZN",48.565498352050,48.584999084472,48.101001739501,48.232498168945,48.232498168945,46752000,"2017-09-21T00:00:00.000000Z"
"META",171.690002441406,172.270004272460,170.009994506835,171.110000610351,171.110000610351,11161400,"2017-09-21T00:00:00.000000Z"
"GOOGL",47.406501770019,47.639999389648,46.969001770019,47.377498626708,47.377498626708,27414000,"2017-09-21T00:00:00.000000Z"
"AAPL",38.950000762939,38.950000762939,38.1875,38.347499847412,36.179660797119,150046800,"2017-09-21T00:00:00.000000Z"
"MSFT",75.110000610351,75.239997863769,74.110000610351,74.209999084472,69.064178466796,19186100,"2017-09-21T00:00:00.000000Z"
"TSLA",24.432666778564,24.659999847412,23.392000198364,23.406000137329,23.406000137329,122391000,"2017-09-22T00:00:00.000000Z"
"NVDA",45.075000762939,45.577499389648,44.650001525878,44.75,44.252006530761,49123200,"2017-09-22T00:00:00.000000Z"
"AMD",13.199999809265,13.399999618530,13.119999885559,13.300000190734,13.300000190734,50547000,"2017-09-22T00:00:00.000000Z"
"AVGO",238.339996337890,240.75,238.119995117187,239.240005493164,194.277862548828,2310000,"2017-09-22T00:00:00.000000Z"
"AMZN",48.050498962402,48.280498504638,47.721000671386,47.755001068115,47.755001068115,52836000,"2017-09-22T00:00:00.000000Z"
"META",170.210006713867,171.729995727539,169.220001220703,170.539993286132,170.539993286132,12097100,"2017-09-22T00:00:00.000000Z"
"GOOGL",47.138500213623,47.5,47.041999816894,47.162998199462,47.162998199462,21496000,"2017-09-22T00:00:00.000000Z"
"AAPL",37.884998321533,38.067501068115,37.639999389648,37.972499847412,35.825851440429,186581600,"2017-09-22T00:00:00.000000Z"
"MSFT",73.989997863769,74.510002136230,73.849998474121,74.410003662109,69.250328063964,14111400,"2017-09-22T00:00:00.000000Z"
"TSLA",23.543333053588,23.831333160400,22.858667373657,22.999332427978,22.999332427978,114088500,"2017-09-25T00:00:00.000000Z"
"NVDA",44.4375,44.450000762939,42.540000915527,42.75,42.274261474609,87458000,"2017-09-25T00:00:00.000000Z"
"AMD",13.25,13.279999732971,12.489999771118,12.609999656677,12.609999656677,84172200,"2017-09-25T00:00:00.000000Z"
"AVGO",237.190002441406,237.809997558593,231.529998779296,235.509994506835,191.248916625976,3869200,"2017-09-25T00:00:00.000000Z"
"AMZN",47.465499877929,47.471000671386,46.644500732421,46.989498138427,46.989498138427,102480000,"2017-09-25T00:00:00.000000Z"
"META",169.240005493164,169.300003051757,161.559997558593,162.869995117187,162.869995117187,41251600,"2017-09-25T00:00:00.000000Z"
"GOOGL",46.972499847412,46.987499237060,46.225498199462,46.714000701904,46.714000701904,37468000,"2017-09-25T00:00:00.000000Z"
"AAPL",37.497501373291,37.957500457763,37.290000915527,37.637500762939,35.509792327880,177549200,"2017-09-25T00:00:00.000000Z"
"MSFT",74.089996337890,74.25,72.919998168945,73.260002136230,68.180084228515,24149200,"2017-09-25T00:00:00.000000Z"
"TSLA",23.395332336425,23.416000366210,22.726667404174,23.016666412353,23.016666412353,107344500,"2017-09-26T00:00:00.000000Z"
"NVDA",44.112499237060,44.669998168945,42.587501525878,42.990001678466,42.511581420898,112562000,"2017-09-26T00:00:00.000000Z"
"AMD",12.850000381469,12.930000305175,12.430000305175,12.449999809265,12.449999809265,68302000,"2017-09-26T00:00:00.000000Z"
"AVGO",237.880004882812,239.949996948242,235.309997558593,237.270004272460,192.678115844726,3901000,"2017-09-26T00:00:00.000000Z"
"AMZN",47.274501800537,47.431499481201,46.587501525878,46.930000305175,46.930000305175,71296000,"2017-09-26T00:00:00.000000Z"
"META",164.5,165.5,162.779998779296,164.210006713867,164.210006713867,23363300,"2017-09-26T00:00:00.000000Z"
"GOOGL",46.834499359130,47.203998565673,46.756000518798,46.871498107910,46.871498107910,33454000,"2017-09-26T00:00:00.000000Z"
"AAPL",37.944999694824,38.479999542236,37.922500610351,38.284999847412,36.120685577392,146640000,"2017-09-26T00:00:00.000000Z"
"MSFT",73.669998168945,73.809997558593,72.989997863769,73.260002136230,68.180084228515,18019600,"2017-09-26T00:00:00.000000Z"
"TSLA",23.326667785644,23.432666778564,22.700000762939,22.731332778930,22.731332778930,90904500,"2017-09-27T00:00:00.000000Z"
"NVDA",43.904998779296,44.067501068115,43.1875,43.932498931884,43.443595886230,71372000,"2017-09-27T00:00:00.000000Z"
"AMD",12.649999618530,12.869999885559,12.5,12.739999771118,12.739999771118,59947200,"2017-09-27T00:00:00.000000Z"
"AVGO",239.5,242.669998168945,238.580001831054,240.580001831054,195.366043090820,2648900,"2017-09-27T00:00:00.000000Z"
"AMZN",47.400001525878,47.764999389648,47.165000915527,47.543498992919,47.543498992919,62978000,"2017-09-27T00:00:00.000000Z"
"META",165.899993896484,168.339996337890,165.570007324218,167.679992675781,167.679992675781,19242500,"2017-09-27T00:00:00.000000Z"
"GOOGL",47.137001037597,48.271499633789,47.097499847412,47.994998931884,47.994998931884,46692000,"2017-09-27T00:00:00.000000Z"
"AAPL",38.450000762939,38.680000305175,38.384998321533,38.557498931884,36.377788543701,102016800,"2017-09-27T00:00:00.000000Z"
"MSFT",73.550003051757,74.169998168945,73.169998168945,73.849998474121,68.729156494140,19565100,"2017-09-27T00:00:00.000000Z"
"TSLA",22.658666610717,22.850000381469,22.360000610351,22.639999389648,22.639999389648,79794000,"2017-09-28T00:00:00.000000Z"
"NVDA",44.005001068115,44.044998168945,43.439998626708,43.919998168945,43.431236267089,43524400,"2017-09-28T00:00:00.000000Z"
"AMD",12.760000228881,12.840000152587,12.550000190734,12.739999771118,12.739999771118,35812300,"2017-09-28T00:00:00.000000Z"
"AVGO",239.509994506835,243.360000610351,239.5,242.940002441406,197.282516479492,2193200,"2017-09-28T00:00:00.000000Z"
"AMZN",47.592998504638,47.985000610351,47.505001068115,47.819999694824,47.819999694824,50452000,"2017-09-28T00:00:00.000000Z"
"META",167.940002441406,169.070007324218,167.160003662109,168.729995727539,168.729995727539,12178700,"2017-09-28T00:00:00.000000Z"
"GOOGL",47.8125,48.308998107910,47.777500152587,48.240501403808,48.240501403808,28018000,"2017-09-28T00:00:00.000000Z"
"AAPL",38.472499847412,38.569999694824,38.174999237060,38.319999694824,36.153713226318,88022000,"2017-09-28T00:00:00.000000Z"
"MSFT",73.540000915527,73.970001220703,73.309997558593,73.870002746582,68.747772216796,10883800,"2017-09-28T00:00:00.000000Z"
"TSLA",22.790666580200,22.978666305541,22.573333740234,22.739999771118,22.739999771118,76606500,"2017-09-29T00:00:00.000000Z"
"NVDA",44.770000457763,44.932498931884,44.3125,44.692501068115,44.195152282714,61909200,"2017-09-29T00:00:00.000000Z"
"AMD",12.770000457763,12.819999694824,12.600000381469,12.75,12.75,33926900,"2017-09-29T00:00:00.000000Z"
"AVGO",242.940002441406,244.279998779296,241.509994506835,242.539993286132,196.957656860351,1731900,"2017-09-29T00:00:00.000000Z"
"AMZN",48.005500793457,48.241500854492,47.918998718261,48.067501068115,48.067501068115,50876000,"2017-09-29T00:00:00.000000Z"
"META",168.830001831054,171.660003662109,168.809997558593,170.869995117187,170.869995117187,15340400,"2017-09-29T00:00:00.000000Z"
"GOOGL",48.299999237060,48.790500640869,48.299999237060,48.686000823974,48.686000823974,40622000,"2017-09-29T00:00:00.000000Z"
"AAPL",38.302501678466,38.532501220703,38.0,38.529998779296,36.351829528808,105199200,"2017-09-29T00:00:00.000000Z"
"MSFT",73.940002441406,74.540000915527,73.879997253417,74.489997863769,69.324768066406,17079100,"2017-09-29T00:00:00.000000Z"
"TSLA",22.834667205810,22.913333892822,22.367332458496,22.768667221069,22.768667221069,79302000,"2017-10-02T00:00:00.000000Z"
"NVDA",45.200000762939,45.494998931884,44.25,44.75,44.252006530761,50348000,"2017-10-02T00:00:00.000000Z"
"AMD",12.800000190734,12.850000381469,12.619999885559,12.710000038146,12.710000038146,34461100,"2017-10-02T00:00:00.000000Z"
"AVGO",245.309997558593,245.309997558593,239.75,240.470001220703,195.276672363281,1943100,"2017-10-02T00:00:00.000000Z"
"AMZN",48.200000762939,48.365501403808,47.605998992919,47.959499359130,47.959499359130,48858000,"2017-10-02T00:00:00.000000Z"
"META",171.389999389648,171.869995117187,168.75,169.470001220703,169.470001220703,13392300,"2017-10-02T00:00:00.000000Z"
"GOOGL",48.782501220703,48.887001037597,48.097499847412,48.373500823974,48.373500823974,30782000,"2017-10-02T00:00:00.000000Z"
"AAPL",38.564998626708,38.612499237060,38.180000305175,38.452499389648,36.278713226318,74795200,"2017-10-02T00:00:00.000000Z"
"MSFT",74.709999084472,75.010002136230,74.300003051757,74.610000610351,69.436439514160,15304800,"2017-10-02T00:00:00.000000Z"
"TSLA",22.393333435058,23.236667633056,22.085332870483,23.209333419799,23.209333419799,152304000,"2017-10-03T00:00:00.000000Z"
"NVDA",44.8125,45.145000457763,44.395000457763,44.842498779296,44.343467712402,39033200,"2017-10-03T00:00:00.000000Z"
"AMD",12.729999542236,13.479999542236,12.699999809265,13.420000076293,13.420000076293,85174000,"2017-10-03T00:00:00.000000Z"
"AVGO",240.080001831054,240.949996948242,237.889999389648,239.5,194.488998413085,2561100,"2017-10-03T00:00:00.000000Z"
"AMZN",47.900001525878,48.184501647949,47.518501281738,47.854999542236,47.854999542236,53332000,"2017-10-03T00:00:00.000000Z"
"META",169.300003051757,170.729995727539,169.199996948242,169.960006713867,169.960006713867,8190300,"2017-10-03T00:00:00.000000Z"
"GOOGL",48.377998352050,48.622001647949,48.135501861572,48.604000091552,48.604000091552,21666000,"2017-10-03T00:00:00.000000Z"
"AAPL",38.502498626708,38.772499084472,38.477500915527,38.619998931884,36.436744689941,64921200,"2017-10-03T00:00:00.000000Z"
"MSFT",74.669998168945,74.879997253417,74.190002441406,74.260002136230,69.110733032226,12190400,"2017-10-03T00:00:00.000000Z"
"TSLA",23.416667938232,23.908000946044,23.306667327880,23.667333602905,23.667333602905,122452500,"2017-10-04T00:00:00.000000Z"
"NVDA",44.904998779296,45.442501068115,44.534999847412,45.217498779296,44.714298248291,42784800,"2017-10-04T00:00:00.000000Z"
"AMD",13.310000419616,13.5,13.149999618530,13.310000419616,13.310000419616,42303200,"2017-10-04T00:00:00.000000Z"
"AVGO",238.779998779296,242.330001831054,237.509994506835,242.0,196.519165039062,2327100,"2017-10-04T00:00:00.000000Z"
"AMZN",47.710498809814,48.389499664306,47.702499389648,48.272499084472,48.272499084472,50548000,"2017-10-04T00:00:00.000000Z"
"META",169.830001831054,170.669998168945,168.289993286132,168.419998168945,168.419998168945,12127900,"2017-10-04T00:00:00.000000Z"
"GOOGL",48.588001251220,48.720001220703,48.280498504638,48.339000701904,48.339000701904,21156000,"2017-10-04T00:00:00.000000Z"
"AAPL",38.407501220703,38.465000152587,38.115001678466,38.369998931884,36.200889587402,80655200,"2017-10-04T00:00:00.000000Z"
"MSFT",74.089996337890,74.720001220703,73.709999084472,74.690002441406,69.510932922363,13317700,"2017-10-04T00:00:00.000000Z"
"TSLA",23.733333587646,23.829332351684,23.423332214355,23.688667297363,23.688667297363,62575500,"2017-10-05T00:00:00.000000Z"
"NVDA",45.465000152587,45.5,44.889999389648,45.192501068115,44.689582824707,43736400,"2017-10-05T00:00:00.000000Z"
"AMD",13.380000114440,13.460000038146,13.210000038146,13.340000152587,13.340000152587,34758600,"2017-10-05T00:00:00.000000Z"
"AVGO",243.270004272460,245.740005493164,242.369995117187,243.669998168945,197.875259399414,2281100,"2017-10-05T00:00:00.000000Z"
"AMZN",48.5,49.075500488281,48.481998443603,49.042499542236,49.042499542236,64584000,"2017-10-05T00:00:00.000000Z"
"META",169.179992675781,171.309997558593,168.600006103515,171.240005493164,171.240005493164,14580600,"2017-10-05T00:00:00.000000Z"
"GOOGL",48.639499664306,49.325500488281,48.513500213623,49.259498596191,49.259498596191,35618000,"2017-10-05T00:00:00.000000Z"
"AAPL",38.544998168945,38.860000610351,38.512500762939,38.847499847412,36.651390075683,85135200,"2017-10-05T00:00:00.000000Z"
"MSFT",75.220001220703,76.120002746582,74.959999084472,75.970001220703,70.702140808105,21195300,"2017-10-05T00:00:00.000000Z"
"TSLA",23.540000915527,24.006666183471,23.483333587646,23.791999816894,23.791999816894,64462500,"2017-10-06T00:00:00.000000Z"
"NVDA",44.912498474121,45.459999084472,44.75,45.325000762939,44.820606231689,31880000,"2017-10-06T00:00:00.000000Z"
"AMD",13.220000267028,13.390000343322,13.180000305175,13.229999542236,13.229999542236,28258700,"2017-10-06T00:00:00.000000Z"
"AVGO",240.300003051757,245.75,240.300003051757,245.740005493164,199.556274414062,1748900,"2017-10-06T00:00:00.000000Z"
"AMZN",48.782001495361,49.787498474121,48.782001495361,49.479000091552,49.479000091552,75642000,"2017-10-06T00:00:00.000000Z"
"META",170.25,172.369995117187,169.75,172.229995727539,172.229995727539,13124500,"2017-10-06T00:00:00.000000Z"
"GOOGL",49.0,49.713001251220,48.925498962402,49.681999206542,49.681999206542,31060000,"2017-10-06T00:00:00.000000Z"
"AAPL",38.742500305175,38.872501373291,38.639999389648,38.825000762939,36.630153656005,69630400,"2017-10-06T00:00:00.000000Z"
"MSFT",75.669998168945,76.029998779296,75.540000915527,76.0,70.730064392089,13959800,"2017-10-06T00:00:00.000000Z"
"TSLA",23.309999465942,23.450000762939,22.844667434692,22.862667083740,22.862667083740,112405500,"2017-10-09T00:00:00.000000Z"
"NVDA",45.697498321533,46.682498931884,45.507499694824,46.347499847412,45.831726074218,56349200,"2017-10-09T00:00:00.000000Z"
